bc/samples_so_far,bc/l2_norm,bc/entropy,bc/batch,bc/l2_loss,bc/prob_true_act,bc/ent_loss,bc/neglogp,bc/epoch,bc/loss,batch_size
32,672.500244140625,1.609424114227295,0,0.0,0.19932004809379578,-0.001609424245543778,1.6128456592559814,0,1.6112362146377563,32
16032,924.5801391601562,0.46662813425064087,500,0.0,0.7445428967475891,-0.0004666281456593424,0.4093438386917114,0,0.4088772237300873,32
32032,1093.7608642578125,0.30965858697891235,1000,0.0,0.8095593452453613,-0.00030965861515142024,0.4481871724128723,0,0.44787752628326416,32
48032,1314.9539794921875,0.24330370128154755,1500,0.0,0.8083306550979614,-0.00024330371525138617,0.3726690113544464,1,0.37242570519447327,32
64032,1502.4227294921875,0.3921615779399872,2000,0.0,0.7925958037376404,-0.00039216160075739026,0.3198184370994568,1,0.3194262683391571,32
80032,1673.7332763671875,0.22938165068626404,2500,0.0,0.9118541479110718,-0.00022938166512176394,0.111121267080307,2,0.11089188605546951,32
96032,1852.27001953125,0.15496569871902466,3000,0.0,0.9398238062858582,-0.0001549657026771456,0.07388272881507874,2,0.07372776418924332,32
112032,2042.7879638671875,0.2842090427875519,3500,0.0,0.8352561593055725,-0.000284209061646834,0.2975118160247803,3,0.2972276210784912,32
128032,2256.7509765625,0.15705211460590363,4000,0.0,0.9089862108230591,-0.00015705212717875838,0.14237621426582336,3,0.1422191560268402,32
144032,2437.78662109375,0.2750697731971741,4500,0.0,0.8708040714263916,-0.00027506978949531913,0.17434491217136383,3,0.1740698367357254,32
160032,2647.08447265625,0.1054738238453865,5000,0.0,0.9511686563491821,-0.00010547383135417476,0.07903362810611725,4,0.0789281576871872,32
176032,2866.572509765625,0.1693955659866333,5500,0.0,0.9214625358581543,-0.00016939557099249214,0.10078109800815582,4,0.10061170160770416,32
192032,3062.783935546875,0.13631650805473328,6000,0.0,0.9024805426597595,-0.00013631652109324932,0.21117641031742096,5,0.21104009449481964,32
208032,3287.395751953125,0.12707367539405823,6500,0.0,0.9286426901817322,-0.00012707368296105415,0.10940121114253998,5,0.10927413403987885,32
224032,3506.09716796875,0.08317966759204865,7000,0.0,0.9722963571548462,-8.317967149196193e-05,0.03071342036128044,6,0.030630240216851234,32
240032,3710.356689453125,0.19391192495822906,7500,0.0,0.8631566762924194,-0.00019391193927731365,0.28753072023391724,6,0.2873367965221405,32
256032,3932.1865234375,0.12543265521526337,8000,0.0,0.901297926902771,-0.00012543266348075122,0.24661603569984436,6,0.24649059772491455,32
272032,4143.625,0.1145181804895401,8500,0.0,0.9212702512741089,-0.00011451818863861263,0.15037479996681213,7,0.15026028454303741,32
288032,4379.4931640625,0.11357265710830688,9000,0.0,0.9512574672698975,-0.00011357266339473426,0.061071306467056274,7,0.060957733541727066,32
304032,4592.625,0.08184868842363358,9500,0.0,0.9574856758117676,-8.184869511751458e-05,0.06458773463964462,8,0.06450588256120682,32
320032,4817.75830078125,0.05593687295913696,10000,0.0,0.980587899684906,-5.593687455984764e-05,0.022430354729294777,8,0.022374417632818222,32
336032,5039.37646484375,0.13294486701488495,10500,0.0,0.8921064734458923,-0.00013294487143866718,0.2028937190771103,9,0.20276077091693878,32
352032,5230.80712890625,0.04982874542474747,11000,0.0,0.9839816093444824,-4.982874816050753e-05,0.01751680299639702,9,0.017466973513364792,32
368032,5437.49755859375,0.0976220890879631,11500,0.0,0.941077709197998,-9.762209083419293e-05,0.08530005812644958,10,0.08520243316888809,32
384032,5641.40087890625,0.13059201836585999,12000,0.0,0.8802782297134399,-0.00013059203047305346,0.28386953473091125,10,0.2837389409542084,32
400032,5868.6982421875,0.08891133964061737,12500,0.0,0.9595130681991577,-8.891134348232299e-05,0.050513219088315964,10,0.05042430758476257,32
416032,6068.345703125,0.07776590436697006,13000,0.0,0.9521108269691467,-7.776590791763738e-05,0.07435598969459534,11,0.07427822053432465,32
432032,6270.994140625,0.014356688596308231,13500,0.0,0.9965580701828003,-1.4356689462147187e-05,0.0035300850868225098,11,0.003515728283673525,32
448032,6467.6884765625,0.01149449497461319,14000,0.0,0.9976115822792053,-1.1494495083752554e-05,0.0024340227246284485,12,0.0024225283414125443,32
464032,6701.533203125,0.06539607048034668,14500,0.0,0.9738501906394958,-6.539607420563698e-05,0.03081148862838745,12,0.0307460930198431,32
480032,6919.63720703125,0.08546217530965805,15000,0.0,0.9640318155288696,-8.546217577531934e-05,0.04522666707634926,13,0.045141205191612244,32
496032,7128.53076171875,0.04234720766544342,15500,0.0,0.962315559387207,-4.234720836393535e-05,0.07587865740060806,13,0.07583630830049515,32
512032,7316.45751953125,0.029833875596523285,16000,0.0,0.9718335866928101,-2.9833876396878622e-05,0.05229561775922775,13,0.05226578563451767,32
528032,7482.95361328125,0.05053991079330444,16500,0.0,0.982127845287323,-5.0539914809633046e-05,0.02038542740046978,14,0.020334888249635696,32
544032,7733.3056640625,0.0023084180429577827,17000,0.0,0.9996887445449829,-2.3084180611476768e-06,0.00031162798404693604,14,0.0003093195555265993,32
560032,7929.85205078125,0.050078604370355606,17500,0.0,0.9727271795272827,-5.0078608182957396e-05,0.03496663272380829,15,0.034916553646326065,32
576032,8146.412109375,0.054768361151218414,18000,0.0,0.9803504347801208,-5.4768363042967394e-05,0.021986203268170357,15,0.02193143405020237,32
592032,8344.0244140625,0.02510368824005127,18500,0.0,0.9745745062828064,-2.5103689040406607e-05,0.04702738672494888,16,0.04700228199362755,32
608032,8512.26171875,0.04521322622895241,19000,0.0,0.9824693202972412,-4.5213229896035045e-05,0.020033065229654312,16,0.01998785138130188,32
624032,8724.0458984375,0.06760890036821365,19500,0.0,0.9714536666870117,-6.760890391888097e-05,0.03355906531214714,17,0.033491455018520355,32
640032,8920.7373046875,0.05155132710933685,20000,0.0,0.9807572364807129,-5.1551331125665456e-05,0.0217423178255558,17,0.021690767258405685,32
656032,9143.0947265625,0.07282433658838272,20500,0.0,0.9628075957298279,-7.28243394405581e-05,0.04995887726545334,17,0.04988605156540871,32
672032,9336.087890625,0.05944114178419113,21000,0.0,0.9641528725624084,-5.94411430938635e-05,0.0554666705429554,18,0.05540722981095314,32
688032,9535.9375,0.03961034491658211,21500,0.0,0.9821754693984985,-3.9610345993423834e-05,0.022488104179501534,18,0.022448493167757988,32
704032,9730.275390625,0.011820929124951363,22000,0.0,0.9972909688949585,-1.1820930012618192e-05,0.0027821213006973267,19,0.002770300256088376,32
720032,9916.7099609375,0.038238588720560074,22500,0.0,0.9470191597938538,-3.82385915145278e-05,0.1350296288728714,19,0.13499139249324799,32
736032,10091.90234375,0.050166137516498566,23000,0.0,0.976704478263855,-5.016614159103483e-05,0.028200432658195496,20,0.028150266036391258,32
752032,10245.9658203125,0.0058068945072591305,23500,0.0,0.9990296363830566,-5.806894932902651e-06,0.000975046306848526,20,0.0009692393941804767,32
768032,10471.94140625,0.011097487062215805,24000,0.0,0.966457188129425,-1.1097487913502846e-05,0.2865141034126282,20,0.28650301694869995,32
784032,10641.1552734375,0.059891827404499054,24500,0.0,0.9371168613433838,-5.989183046040125e-05,0.11845140159130096,21,0.1183915063738823,32
800032,10825.703125,0.009592670015990734,25000,0.0,0.9974110126495361,-9.592670721758623e-06,0.0026899389922618866,21,0.002680346369743347,32
816032,11032.4384765625,0.0191283468157053,25500,0.0,0.992264986038208,-1.9128347048535943e-05,0.008787892758846283,22,0.008768764324486256,32
832032,11224.875,0.06485086679458618,26000,0.0,0.9565927982330322,-6.485087214969099e-05,0.06421364098787308,22,0.06414879113435745,32
848032,11462.001953125,0.026564767584204674,26500,0.0,0.9908389449119568,-2.656476863194257e-05,0.010452765971422195,23,0.010426200926303864,32
864032,11598.2734375,0.018478265032172203,27000,0.0,0.9765375852584839,-1.8478265701560304e-05,0.043115947395563126,23,0.043097469955682755,32
880032,11803.0908203125,0.0014792379224672914,27500,0.0,0.9997590780258179,-1.4792379943173728e-06,0.0002417638897895813,23,0.00024028465850278735,32
896032,11958.2763671875,0.032276518642902374,28000,0.0,0.9843286871910095,-3.2276519050356e-05,0.01963501051068306,24,0.019602734595537186,32
912032,12177.32421875,0.02219676598906517,28500,0.0,0.9930974841117859,-2.2196767531568184e-05,0.0073694027960300446,24,0.0073472061194479465,32
928032,12312.5390625,0.007640972267836332,29000,0.0,0.9984258413314819,-7.64097239880357e-06,0.0015931464731693268,25,0.001585505553521216,32
944032,12507.017578125,0.051414381712675095,29500,0.0,0.9796218276023865,-5.1414383051451296e-05,0.022928109392523766,25,0.022876694798469543,32
960032,12678.4248046875,0.009332099929451942,30000,0.0,0.9980528354644775,-9.332100489700679e-06,0.00197717547416687,26,0.0019678433891385794,32
976032,12801.7685546875,0.022024797275662422,30500,0.0,0.981660008430481,-2.2024798454367556e-05,0.02749694138765335,26,0.027474917471408844,32
992032,12984.1787109375,0.0029842171352356672,31000,0.0,0.9995666742324829,-2.9842171898053493e-06,0.00043463334441185,27,0.00043164912494830787,32
1008032,13132.771484375,0.00976648461073637,31500,0.0,0.9978700876235962,-9.766485163709149e-06,0.002168893814086914,27,0.002159127267077565,32
1024032,13299.1748046875,0.025523953139781952,32000,0.0,0.9930329322814941,-2.5523953809170052e-05,0.0072502195835113525,27,0.007224695757031441,32
1040032,13437.802734375,0.035913970321416855,32500,0.0,0.987944483757019,-3.5913970350520685e-05,0.013602092862129211,28,0.01356617920100689,32
1056032,13639.14453125,0.02105533704161644,33000,0.0,0.9943876266479492,-2.1055338947917335e-05,0.005828931927680969,28,0.0058078765869140625,32
1072032,13848.1650390625,0.04507021978497505,33500,0.0,0.975058913230896,-4.507022094912827e-05,0.03207840770483017,29,0.03203333914279938,32
1088032,13989.8896484375,0.01886335387825966,34000,0.0,0.9941902160644531,-1.886335485323798e-05,0.006245065480470657,29,0.006226202007383108,32
1104032,14120.4013671875,0.0027261225041002035,34500,0.0,0.9994834065437317,-2.7261226023256313e-06,0.000520613044500351,30,0.0005178869469091296,32
1120032,14290.11328125,0.021132951602339745,35000,0.0,0.9935848712921143,-2.1132953406777233e-05,0.006772196851670742,30,0.006751063745468855,32
1136032,14458.076171875,0.04896728694438934,35500,0.0,0.9661543369293213,-4.896728933090344e-05,0.060817450284957886,30,0.060768481343984604,32
1152032,14617.8486328125,0.0006835655076429248,36000,0.0,0.9999070167541504,-6.83565531289787e-07,9.313225746154785e-05,31,9.244868851965293e-05,32
1168032,14816.62109375,0.004431783687323332,36500,0.0,0.9695594310760498,-4.431783963809721e-06,0.11213869601488113,31,0.11213426291942596,32
1184032,14986.8515625,0.0010073845041915774,37000,0.0,0.9998593330383301,-1.0073845260194503e-06,0.00014090538024902344,32,0.00013989799481350929,32
1200032,15128.734375,0.03494242578744888,37500,0.0,0.9895857572555542,-3.4942426282214e-05,0.011084280908107758,32,0.01104933861643076,32
1216032,15260.0673828125,0.01438005082309246,38000,0.0,0.9966846704483032,-1.4380051652551629e-05,0.0033875731751322746,33,0.0033731930889189243,32
1232032,15372.486328125,0.07029353082180023,38500,0.0,0.9514177441596985,-7.029353582765907e-05,0.07642921060323715,33,0.07635891437530518,32
1248032,15619.8583984375,0.009301193058490753,39000,0.0,0.9982801079750061,-9.30119313125033e-06,0.0017334148287773132,34,0.0017241135938093066,32
1264032,15767.4990234375,0.030665814876556396,39500,0.0,0.990193784236908,-3.0665814847452566e-05,0.010565554723143578,34,0.010534889064729214,32
1280032,15925.31640625,0.0071514686569571495,40000,0.0,0.9986984729766846,-7.151469162636204e-06,0.0013108737766742706,34,0.0013037222670391202,32
1296032,16075.1142578125,0.004013207741081715,40500,0.0,0.9993387460708618,-4.013208126707468e-06,0.0006643086671829224,35,0.0006602954817935824,32
1312032,16192.17578125,0.006167815066874027,41000,0.0,0.998908281326294,-6.167815172375413e-06,0.0010985620319843292,35,0.0010923942318186164,32
1328032,16346.318359375,0.021788107231259346,41500,0.0,0.9918249845504761,-2.1788107915199362e-05,0.00917663425207138,36,0.009154845960438251,32
1344032,16565.60546875,0.0038234766107052565,42000,0.0,0.9994062781333923,-3.823476617981214e-06,0.0005957521498203278,36,0.0005919286631979048,32
1360032,16716.89453125,0.04215472936630249,42500,0.0,0.9706673622131348,-4.215473018120974e-05,0.04178747907280922,37,0.041745323687791824,32
1376032,16876.10546875,0.034923847764730453,43000,0.0,0.9861446619033813,-3.492385076242499e-05,0.015725189819931984,37,0.015690265223383904,32
1392032,17019.544921875,0.00011369402636773884,43500,0.0,0.9999874234199524,-1.1369402841410192e-07,1.259148120880127e-05,37,1.247778709512204e-05,32
1408032,17164.6640625,0.007961198687553406,44000,0.0,0.998292088508606,-7.961199116834905e-06,0.0017343759536743164,38,0.0017264147754758596,32
1424032,17362.357421875,0.04351580888032913,44500,0.0,0.9679927825927734,-4.351581083028577e-05,0.0454055592417717,38,0.045362044125795364,32
1440032,17523.564453125,0.020937522873282433,45000,0.0,0.9917433261871338,-2.093752300424967e-05,0.00932776927947998,39,0.00930683221668005,32
1456032,17675.658203125,0.00016437859449069947,45500,0.0,0.9999816417694092,-1.6437860494988854e-07,1.8382444977760315e-05,39,1.8218066543340683e-05,32
1472032,17816.134765625,1.9016782971448265e-05,46000,0.0,0.9999984502792358,-1.9016784591485703e-08,1.519918441772461e-06,40,1.500901703366253e-06,32
1488032,17927.23046875,0.016635330393910408,46500,0.0,0.9947366714477539,-1.663533112150617e-05,0.005642220377922058,40,0.005625585094094276,32
1504032,18055.703125,0.003164878813549876,47000,0.0,0.9993849992752075,-3.1648789899918484e-06,0.000620545819401741,41,0.000617380952462554,32
1520032,18190.416015625,0.0014401159714907408,47500,0.0,0.9997925162315369,-1.4401160797206103e-06,0.00020777247846126556,41,0.00020633236272260547,32
1536032,18353.62109375,0.005655956454575062,48000,0.0,0.9989436864852905,-5.655956556438468e-06,0.001065610907971859,41,0.0010599549859762192,32
1552032,18544.828125,0.016536995768547058,48500,0.0,0.9957221746444702,-1.653699655435048e-05,0.00444454699754715,42,0.00442800996825099,32
1568032,18710.1953125,0.004196367226541042,49000,0.0,0.999208390712738,-4.196367626718711e-06,0.0007981914095580578,42,0.0007939950446598232,32
1584032,18851.98046875,0.004261074122041464,49500,0.0,0.9991548657417297,-4.261074536771048e-06,0.0008546449244022369,43,0.0008503838325850666,32
1600032,18987.888671875,0.02415487729012966,50000,0.0,0.9856481552124023,-2.415487870166544e-05,0.018890060484409332,43,0.018865905702114105,32
1616032,19174.3984375,0.00323221692815423,50500,0.0,0.9994151592254639,-3.232217068216414e-06,0.0005890671163797379,44,0.0005858349031768739,32
1632032,19252.005859375,9.695849439594895e-05,51000,0.0,0.9999912977218628,-9.695850167190656e-08,8.743256330490112e-06,44,8.646297828818206e-06,32
1648032,19362.6640625,0.010337934829294682,51500,0.0,0.9975320100784302,-1.0337935236748308e-05,0.002521798014640808,44,0.0025114601012319326,32
1664032,19523.39453125,0.0001515482581453398,52000,0.0,0.9999852776527405,-1.5154826371599484e-07,1.4732591807842255e-05,45,1.4581043615180533e-05,32
1680032,19694.6484375,0.00021029172057751566,52500,0.0,0.9999781847000122,-2.1029173069564422e-07,2.1785497665405273e-05,45,2.157520611945074e-05,32
1696032,19819.28125,5.8144823924521916e-06,53000,0.0,0.9999995231628418,-5.814482673116572e-09,4.6193599700927734e-07,46,4.561215121157147e-07,32
1712032,19933.486328125,0.02033783122897148,53500,0.0,0.9794389605522156,-2.0337831301731057e-05,0.03347139060497284,46,0.033451054245233536,32
1728032,20107.1796875,0.0005874611670151353,54000,0.0,0.9999340176582336,-5.874612156731018e-07,6.601586937904358e-05,47,6.542840856127441e-05,32
1744032,20203.046875,0.0009041629964485765,54500,0.0,0.9998754262924194,-9.041630164574599e-07,0.00012472271919250488,47,0.00012381855049170554,32
1760032,20390.27734375,0.00036680095945484936,55000,0.0,0.9999542236328125,-3.6680097537100664e-07,4.579126834869385e-05,47,4.5424469135468826e-05,32
1776032,20542.150390625,0.005410443991422653,55500,0.0,0.9987434148788452,-5.410444373410428e-06,0.0012815408408641815,48,0.0012761304387822747,32
1792032,20697.51171875,0.005972995422780514,56000,0.0,0.9988425970077515,-5.97299549554009e-06,0.0011676028370857239,48,0.0011616297997534275,32
1808032,20816.34375,0.00016634116764180362,56500,0.0,0.9999823570251465,-1.663411808294768e-07,1.76355242729187e-05,49,1.7469183148932643e-05,32
1824032,20962.41015625,0.005049498751759529,57000,0.0,0.9699369072914124,-5.0494991228333674e-06,0.10220339894294739,49,0.10219834744930267,32
